out,batter,name,they,us,b1,b2,b3,call,thisatbat,p4count,balls,strikes,inthezone,t_b,inning
0,Willson Contreras,Kershaw,0,0,0,0,0,F,7,BSCBFBF,3.0,2.0,1,t,2
0,Willson Contreras,Kershaw,0,0,0,0,0,F,8,BSCBFBFF,3.0,2.0,1,t,2
0,Willson Contreras,Kershaw,0,0,0,0,0,F,9,BSCBFBFFF,3.0,2.0,1,t,2
0,Willson Contreras,Kershaw,0,0,0,0,0,F,10,BSCBFBFFFF,3.0,2.0,1,t,2
0,Willson Contreras,Kershaw,0,0,0,0,0,F,11,BSCBFBFFFFF,3.0,2.0,1,t,2
0,Willson Contreras,Kershaw,0,0,0,0,0,X,12,BSCBFBFFFFFX,3.0,2.0,1,t,2
0,Addison Russell,Kershaw,1,0,0,0,0,X,1,X,0.0,0.0,1,t,2
1,Albert Almora,Kershaw,1,0,0,0,0,X,1,X,0.0,0.0,1,t,2
1,Jon Lester,Kershaw,1,0,1,0,0,B,1,B,0.0,0.0,0,t,2
1,Jon Lester,Kershaw,1,0,1,0,0,C,2,BC,1.0,0.0,1,t,2
1,Jon Lester,Kershaw,1,0,1,0,0,X,3,BCX,1.0,1.0,1,t,2
2,Javier Baez,Kershaw,1,0,0,1,0,B,1,B,0.0,0.0,0,t,2
2,Javier Baez,Kershaw,1,0,0,1,0,S,2,BS,1.0,0.0,1,t,2
2,Javier Baez,Kershaw,1,0,0,1,0,X,3,BSX,1.0,1.0,1,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,C,1,C,0.0,0.0,1,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,B,2,CB,0.0,1.0,0,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,S,3,CBS,1.0,1.0,1,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,B,4,CBSB,1.0,2.0,0,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,B,5,CBSBB,2.0,2.0,0,t,2
2,Kris Bryant,Kershaw,1,0,1,0,1,S,6,CBSBBS,3.0,2.0,1,t,2
0,Anthony Rizzo,Kershaw,1,3,0,0,0,B,1,B,0.0,0.0,0,t,3
0,Anthony Rizzo,Kershaw,1,3,0,0,0,F,2,BF,1.0,0.0,1,t,3
0,Anthony Rizzo,Kershaw,1,3,0,0,0,F,3,BFF,1.0,1.0,1,t,3
0,Anthony Rizzo,Kershaw,1,3,0,0,0,X,4,BFFX,1.0,2.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,F,1,F,0.0,0.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,B,2,FB,0.0,1.0,0,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,S,3,FBS,1.0,1.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,F,4,FBSF,1.0,2.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,F,5,FBSFF,1.0,2.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,F,6,FBSFFF,1.0,2.0,1,t,3
0,Ian Happ,Kershaw,1,3,1,0,0,S,7,FBSFFFS,1.0,2.0,1,t,3
1,Jason Heyward,Kershaw,1,3,1,0,0,F,1,F,0.0,0.0,1,t,3
1,Jason Heyward,Kershaw,1,3,1,0,0,B,2,FB,0.0,1.0,0,t,3
1,Jason Heyward,Kershaw,1,3,1,0,0,X,3,FBX,1.0,1.0,1,t,3
2,Willson Contreras,Kershaw,1,3,1,0,0,B,1,B,0.0,0.0,0,t,3
2,Willson Contreras,Kershaw,1,3,1,0,0,C,2,BC,1.0,0.0,1,t,3
2,Willson Contreras,Kershaw,1,3,1,0,0,T,3,BCT,1.0,1.0,1,t,3
2,Willson Contreras,Kershaw,1,3,1,0,0,B,4,BCTB,1.0,2.0,0,t,3
2,Willson Contreras,Kershaw,1,3,1,0,0,X,5,BCTBX,2.0,2.0,1,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,C,1,C,0.0,0.0,1,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,B,2,CB,0.0,1.0,0,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,B,3,CBB,1.0,1.0,0,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,B,4,CBBB,2.0,1.0,0,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,F,5,CBBBF,3.0,1.0,1,t,3
2,Addison Russell,Kershaw,1,3,1,1,0,B,6,CBBBFB,3.0,2.0,0,t,3
2,Albert Almora,Kershaw,1,3,1,1,1,S,1,S,0.0,0.0,1,t,3
2,Albert Almora,Kershaw,1,3,1,1,1,B,2,SB,0.0,1.0,0,t,3
2,Albert Almora,Kershaw,1,3,1,1,1,X,3,SBX,1.0,1.0,1,t,3
0,Jon Lester,Kershaw,1,6,0,0,0,C,1,C,0.0,0.0,1,t,4
0,Jon Lester,Kershaw,1,6,0,0,0,B,2,CB,0.0,1.0,0,t,4
0,Jon Lester,Kershaw,1,6,0,0,0,B,3,CBB,1.0,1.0,0,t,4
0,Jon Lester,Kershaw,1,6,0,0,0,S,4,CBBS,2.0,1.0,1,t,4
0,Jon Lester,Kershaw,1,6,0,0,0,C,5,CBBSC,2.0,2.0,1,t,4
1,Javier Baez,Kershaw,1,6,0,0,0,B,1,B,0.0,0.0,0,t,4
1,Javier Baez,Kershaw,1,6,0,0,0,F,2,BF,1.0,0.0,1,t,4
1,Javier Baez,Kershaw,1,6,0,0,0,B,3,BFB,1.0,1.0,0,t,4
1,Javier Baez,Kershaw,1,6,0,0,0,X,4,BFBX,2.0,1.0,1,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,F,1,F,0.0,0.0,1,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,B,2,FB,0.0,1.0,0,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,B,3,FBB,1.0,1.0,0,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,S,4,FBBS,2.0,1.0,1,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,B,5,FBBSB,2.0,2.0,0,t,4
1,Kris Bryant,Kershaw,2,6,0,0,0,B,6,FBBSBB,3.0,2.0,0,t,4
1,Anthony Rizzo,Kershaw,2,6,1,0,0,B,1,B,0.0,0.0,0,t,4
1,Anthony Rizzo,Kershaw,2,6,1,0,0,X,2,BX,1.0,0.0,1,t,4
1,Ian Happ,Kershaw,4,6,0,0,0,F,1,F,0.0,0.0,1,t,4
1,Ian Happ,Kershaw,4,6,0,0,0,L,2,FL,0.0,1.0,1,t,4
1,Ian Happ,Kershaw,4,6,0,0,0,B,3,FLB,0.0,2.0,0,t,4
1,Ian Happ,Kershaw,4,6,0,0,0,B,4,FLBB,1.0,2.0,0,t,4
1,Ian Happ,Kershaw,4,6,0,0,0,S,5,FLBBS,2.0,2.0,1,t,4
2,Jason Heyward,Kershaw,4,6,0,0,0,F,1,F,0.0,0.0,1,t,4
2,Jason Heyward,Kershaw,4,6,0,0,0,B,2,FB,0.0,1.0,0,t,4
2,Jason Heyward,Kershaw,4,6,0,0,0,X,3,FBX,1.0,1.0,1,t,4
2,Willson Contreras,Kershaw,4,6,1,0,0,T,1,T,0.0,0.0,1,t,4
2,Willson Contreras,Kershaw,4,6,1,0,0,C,2,TC,0.0,1.0,1,t,4
2,Willson Contreras,Kershaw,4,6,1,0,0,B,3,TCB,0.0,2.0,0,t,4
2,Willson Contreras,Kershaw,4,6,1,0,0,S,4,TCBS,1.0,2.0,1,t,4
0,Addison Russell,Kershaw,4,6,0,0,0,X,1,X,0.0,0.0,1,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,C,1,C,0.0,0.0,1,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,C,2,CC,0.0,1.0,1,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,B,3,CCB,0.0,2.0,0,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,B,4,CCBB,1.0,2.0,0,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,F,5,CCBBF,2.0,2.0,1,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,F,6,CCBBFF,2.0,2.0,1,t,5
0,Albert Almora,Kershaw,4,6,1,0,0,X,7,CCBBFFX,2.0,2.0,1,t,5
0,Mike Montgomery,Kershaw,4,6,1,1,0,L,1,L,0.0,0.0,1,t,5
0,Mike Montgomery,Kershaw,4,6,1,1,0,X,2,LX,0.0,1.0,1,t,5
0,Keon Broxton,Kershaw,0,0,0,0,0,X,1,X,0.0,0.0,1,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,C,1,C,0.0,0.0,1,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,B,2,CB,0.0,1.0,0,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,B,3,CBB,1.0,1.0,0,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,F,4,CBBF,2.0,1.0,1,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,B,5,CBBFB,2.0,2.0,0,b,1
0,Eric Thames,Kershaw,0,0,0,1,0,B,6,CBBFBB,3.0,2.0,0,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,C,1,C,0.0,0.0,1,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,B,2,CB,0.0,1.0,0,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,B,3,CBB,1.0,1.0,0,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,F,4,CBBF,2.0,1.0,1,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,B,5,CBBFB,2.0,2.0,0,b,1
0,Jesus Aguilar,Kershaw,0,0,1,1,0,S,6,CBBFBS,3.0,2.0,1,b,1
1,Hernan Perez,Kershaw,0,0,1,1,0,X,1,X,0.0,0.0,1,b,1
2,Domingo Santana,Kershaw,0,0,1,1,0,T,1,T,0.0,0.0,1,b,1
2,Domingo Santana,Kershaw,0,0,1,1,0,T,2,TT,0.0,1.0,1,b,1
2,Domingo Santana,Kershaw,0,0,1,1,0,S,3,TTS,0.0,2.0,1,b,1
0,Manny Pina,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,b,2
0,Manny Pina,Kershaw,0,0,0,0,0,C,2,FC,0.0,1.0,1,b,2
0,Manny Pina,Kershaw,0,0,0,0,0,C,3,FCC,0.0,2.0,1,b,2
1,Jonathan Villar,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,b,2
1,Jonathan Villar,Kershaw,0,0,0,0,0,F,2,CF,0.0,1.0,1,b,2
1,Jonathan Villar,Kershaw,0,0,0,0,0,S,3,CFS,0.0,2.0,1,b,2
2,Orlando Arcia,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,b,2
2,Orlando Arcia,Kershaw,0,0,0,0,0,X,2,CX,0.0,1.0,1,b,2
0,Jimmy Nelson,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,b,3
0,Jimmy Nelson,Kershaw,0,0,0,0,0,C,2,CC,0.0,1.0,1,b,3
0,Jimmy Nelson,Kershaw,0,0,0,0,0,F,3,CCF,0.0,2.0,1,b,3
0,Jimmy Nelson,Kershaw,0,0,0,0,0,S,4,CCFS,0.0,2.0,1,b,3
1,Keon Broxton,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,3
1,Keon Broxton,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,b,3
1,Keon Broxton,Kershaw,0,0,0,0,0,S,3,BBS,2.0,0.0,1,b,3
1,Keon Broxton,Kershaw,0,0,0,0,0,F,4,BBSF,2.0,1.0,1,b,3
1,Keon Broxton,Kershaw,0,0,0,0,0,S,5,BBSFS,2.0,2.0,1,b,3
2,Eric Thames,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,b,3
2,Eric Thames,Kershaw,0,0,0,0,0,S,2,FS,0.0,1.0,1,b,3
2,Eric Thames,Kershaw,0,0,0,0,0,C,3,FSC,0.0,2.0,1,b,3
0,Jesus Aguilar,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,b,4
0,Jesus Aguilar,Kershaw,0,0,0,0,0,S,2,FS,0.0,1.0,1,b,4
0,Jesus Aguilar,Kershaw,0,0,0,0,0,B,3,FSB,0.0,2.0,0,b,4
0,Jesus Aguilar,Kershaw,0,0,0,0,0,S,4,FSBS,1.0,2.0,1,b,4
1,Hernan Perez,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,4
1,Hernan Perez,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,b,4
1,Hernan Perez,Kershaw,0,0,0,0,0,C,3,BBC,2.0,0.0,1,b,4
1,Hernan Perez,Kershaw,0,0,0,0,0,S,4,BBCS,2.0,1.0,1,b,4
1,Hernan Perez,Kershaw,0,0,0,0,0,C,5,BBCSC,2.0,2.0,1,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,C,2,BC,1.0,0.0,1,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,S,3,BCS,1.0,1.0,1,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,B,4,BCSB,1.0,2.0,0,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,B,5,BCSBB,2.0,2.0,0,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,F,6,BCSBBF,3.0,2.0,1,b,4
2,Domingo Santana,Kershaw,0,0,0,0,0,X,7,BCSBBFX,3.0,2.0,1,b,4
0,Manny Pina,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,S,2,CS,0.0,1.0,1,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,B,3,CSB,0.0,2.0,0,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,F,4,CSBF,1.0,2.0,1,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,B,5,CSBFB,1.0,2.0,0,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,F,6,CSBFBF,2.0,2.0,1,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,F,7,CSBFBFF,2.0,2.0,1,b,5
0,Manny Pina,Kershaw,0,0,0,0,0,C,8,CSBFBFFC,2.0,2.0,1,b,5
1,Jonathan Villar,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,5
1,Jonathan Villar,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,b,5
1,Jonathan Villar,Kershaw,0,0,0,0,0,F,3,BBF,2.0,0.0,1,b,5
1,Jonathan Villar,Kershaw,0,0,0,0,0,C,4,BBFC,2.0,1.0,1,b,5
1,Jonathan Villar,Kershaw,0,0,0,0,0,C,5,BBFCC,2.0,2.0,1,b,5
2,Orlando Arcia,Kershaw,0,0,0,0,0,X,1,X,0.0,0.0,1,b,5
0,Jimmy Nelson,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,6
0,Jimmy Nelson,Kershaw,0,0,0,0,0,C,2,BC,1.0,0.0,1,b,6
0,Jimmy Nelson,Kershaw,0,0,0,0,0,B,3,BCB,1.0,1.0,0,b,6
0,Jimmy Nelson,Kershaw,0,0,0,0,0,F,4,BCBF,2.0,1.0,1,b,6
0,Jimmy Nelson,Kershaw,0,0,0,0,0,C,5,BCBFC,2.0,2.0,1,b,6
1,Keon Broxton,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,b,6
1,Keon Broxton,Kershaw,0,0,0,0,0,B,2,FB,0.0,1.0,0,b,6
1,Keon Broxton,Kershaw,0,0,0,0,0,C,3,FBC,1.0,1.0,1,b,6
1,Keon Broxton,Kershaw,0,0,0,0,0,B,4,FBCB,1.0,2.0,0,b,6
1,Keon Broxton,Kershaw,0,0,0,0,0,X,5,FBCBX,2.0,2.0,1,b,6
2,Eric Thames,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,b,6
2,Eric Thames,Kershaw,0,0,0,0,0,B,2,FB,0.0,1.0,0,b,6
2,Eric Thames,Kershaw,0,0,0,0,0,X,3,FBX,1.0,1.0,1,b,6
0,Jesus Aguilar,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,S,2,CS,0.0,1.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,F,3,CSF,0.0,2.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,B,4,CSFB,0.0,2.0,0,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,F,5,CSFBF,1.0,2.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,F,6,CSFBFF,1.0,2.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,F,7,CSFBFFF,1.0,2.0,1,b,7
0,Jesus Aguilar,Kershaw,0,0,0,0,0,S,8,CSFBFFFS,1.0,2.0,1,b,7
1,Hernan Perez,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,7
1,Hernan Perez,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,b,7
1,Hernan Perez,Kershaw,0,0,0,0,0,S,3,BBS,2.0,0.0,1,b,7
1,Hernan Perez,Kershaw,0,0,0,0,0,S,4,BBSS,2.0,1.0,1,b,7
1,Hernan Perez,Kershaw,0,0,0,0,0,X,5,BBSSX,2.0,2.0,1,b,7
2,Domingo Santana,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,b,7
2,Domingo Santana,Kershaw,0,0,0,0,0,X,2,BX,1.0,0.0,1,b,7
2,Manny Pina,Kershaw,1,0,0,0,0,B,1,B,0.0,0.0,0,b,7
2,Manny Pina,Kershaw,1,0,0,0,0,B,2,BB,1.0,0.0,0,b,7
2,Manny Pina,Kershaw,1,0,0,0,0,F,3,BBF,2.0,0.0,1,b,7
2,Manny Pina,Kershaw,1,0,0,0,0,X,4,BBFX,2.0,1.0,1,b,7
2,Jonathan Villar,Kershaw,1,0,1,0,0,B,1,B,0.0,0.0,0,b,7
2,Jonathan Villar,Kershaw,1,0,1,0,0,S,2,BS,1.0,0.0,1,b,7
2,Jonathan Villar,Kershaw,1,0,1,0,0,S,3,BSS,1.0,1.0,1,b,7
2,Jonathan Villar,Kershaw,1,0,1,0,0,S,4,BSSS,1.0,2.0,1,b,7
0,Trea Turner,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,t,1
0,Trea Turner,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,t,1
0,Trea Turner,Kershaw,0,0,0,0,0,X,3,BBX,2.0,0.0,1,t,1
1,Ryan Raburn,Kershaw,0,0,0,0,0,C,1,C,0.0,0.0,1,t,1
1,Ryan Raburn,Kershaw,0,0,0,0,0,C,2,CC,0.0,1.0,1,t,1
1,Ryan Raburn,Kershaw,0,0,0,0,0,S,3,CCS,0.0,2.0,1,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,F,1,F,0.0,0.0,1,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,S,2,FS,0.0,1.0,1,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,B,3,FSB,0.0,2.0,0,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,B,4,FSBB,1.0,2.0,0,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,B,5,FSBBB,2.0,2.0,0,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,F,6,FSBBBF,3.0,2.0,1,t,1
2,Bryce Harper,Kershaw,0,0,0,0,0,S,7,FSBBBFS,3.0,2.0,1,t,1
0,Ryan Zimmerman,Kershaw,0,0,0,0,0,X,1,X,0.0,0.0,1,t,2
0,Daniel Murphy,Kershaw,1,0,0,0,0,X,1,X,0.0,0.0,1,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,B,1,B,0.0,0.0,0,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,B,2,BB,1.0,0.0,0,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,C,3,BBC,2.0,0.0,1,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,C,4,BBCC,2.0,1.0,1,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,B,5,BBCCB,2.0,2.0,0,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,F,6,BBCCBF,3.0,2.0,1,t,2
1,Anthony Rendon,Kershaw,1,0,0,0,0,B,7,BBCCBFB,3.0,2.0,0,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,B,1,B,0.0,0.0,0,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,B,2,BB,1.0,0.0,0,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,F,3,BBF,2.0,0.0,1,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,B,4,BBFB,2.0,1.0,0,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,F,5,BBFBF,3.0,1.0,1,t,2
1,Michael A. Taylor,Kershaw,1,0,1,0,0,S,6,BBFBFS,3.0,2.0,1,t,2
2,Jose Lobaton,Kershaw,1,0,1,0,0,C,1,C,0.0,0.0,1,t,2
2,Jose Lobaton,Kershaw,1,0,1,0,0,C,2,CC,0.0,1.0,1,t,2
2,Jose Lobaton,Kershaw,1,0,1,0,0,B,3,CCB,0.0,2.0,0,t,2
2,Jose Lobaton,Kershaw,1,0,1,0,0,T,4,CCBT,1.0,2.0,1,t,2
0,Stephen Strasburg,Kershaw,1,0,0,0,0,C,1,C,0.0,0.0,1,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,B,2,CB,0.0,1.0,0,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,S,3,CBS,1.0,1.0,1,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,F,4,CBSF,1.0,2.0,1,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,B,5,CBSFB,1.0,2.0,0,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,B,6,CBSFBB,2.0,2.0,0,t,3
0,Stephen Strasburg,Kershaw,1,0,0,0,0,B,7,CBSFBBB,3.0,2.0,0,t,3
0,Trea Turner,Kershaw,1,0,1,0,0,C,1,C,0.0,0.0,1,t,3
0,Trea Turner,Kershaw,1,0,1,0,0,S,2,CS,0.0,1.0,1,t,3
0,Trea Turner,Kershaw,1,0,1,0,0,C,3,CSC,0.0,2.0,1,t,3
1,Ryan Raburn,Kershaw,1,0,1,0,0,S,1,S,0.0,0.0,1,t,3
1,Ryan Raburn,Kershaw,1,0,1,0,0,B,2,SB,0.0,1.0,0,t,3
1,Ryan Raburn,Kershaw,1,0,1,0,0,X,3,SBX,1.0,1.0,1,t,3
2,Bryce Harper,Kershaw,1,0,1,0,0,B,1,B,0.0,0.0,0,t,3
2,Bryce Harper,Kershaw,1,0,1,0,0,T,2,BT,1.0,0.0,1,t,3
2,Bryce Harper,Kershaw,1,0,1,0,0,F,3,BTF,1.0,1.0,1,t,3
2,Bryce Harper,Kershaw,1,0,1,0,0,C,4,BTFC,1.0,2.0,1,t,3
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,C,1,C,0.0,0.0,1,t,4
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,B,2,CB,0.0,1.0,0,t,4
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,X,3,CBX,1.0,1.0,1,t,4
1,Daniel Murphy,Kershaw,1,0,0,0,0,B,1,B,0.0,0.0,0,t,4
1,Daniel Murphy,Kershaw,1,0,0,0,0,X,2,BX,1.0,0.0,1,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,C,1,C,0.0,0.0,1,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,B,2,CB,0.0,1.0,0,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,B,3,CBB,1.0,1.0,0,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,F,4,CBBF,2.0,1.0,1,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,B,5,CBBFB,2.0,2.0,0,t,4
1,Anthony Rendon,Kershaw,1,0,1,0,0,B,6,CBBFBB,3.0,2.0,0,t,4
1,Michael A. Taylor,Kershaw,1,0,1,1,0,S,1,S,0.0,0.0,1,t,4
1,Michael A. Taylor,Kershaw,1,0,1,1,0,C,2,SC,0.0,1.0,1,t,4
1,Michael A. Taylor,Kershaw,1,0,1,1,0,B,3,SCB,0.0,2.0,0,t,4
1,Michael A. Taylor,Kershaw,1,0,1,1,0,B,4,SCBB,1.0,2.0,0,t,4
1,Michael A. Taylor,Kershaw,1,0,1,1,0,X,5,SCBBX,2.0,2.0,1,t,4
2,Jose Lobaton,Kershaw,1,0,1,0,1,X,1,X,0.0,0.0,1,t,4
0,Stephen Strasburg,Kershaw,1,0,0,0,0,B,1,B,0.0,0.0,0,t,5
0,Stephen Strasburg,Kershaw,1,0,0,0,0,X,2,BX,1.0,0.0,1,t,5
1,Trea Turner,Kershaw,1,0,0,0,0,S,1,S,0.0,0.0,1,t,5
1,Trea Turner,Kershaw,1,0,0,0,0,B,2,SB,0.0,1.0,0,t,5
1,Trea Turner,Kershaw,1,0,0,0,0,F,3,SBF,1.0,1.0,1,t,5
1,Trea Turner,Kershaw,1,0,0,0,0,B,4,SBFB,1.0,2.0,0,t,5
1,Trea Turner,Kershaw,1,0,0,0,0,S,5,SBFBS,2.0,2.0,1,t,5
2,Ryan Raburn,Kershaw,1,0,0,0,0,X,1,X,0.0,0.0,1,t,5
2,Bryce Harper,Kershaw,1,0,1,0,0,X,1,X,0.0,0.0,1,t,5
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,B,1,B,0.0,0.0,0,t,6
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,C,2,BC,1.0,0.0,1,t,6
0,Ryan Zimmerman,Kershaw,1,0,0,0,0,X,3,BCX,1.0,1.0,1,t,6
1,Daniel Murphy,Kershaw,1,0,0,0,0,C,1,C,0.0,0.0,1,t,6
1,Daniel Murphy,Kershaw,1,0,0,0,0,X,2,CX,0.0,1.0,1,t,6
2,Anthony Rendon,Kershaw,1,0,0,0,0,C,1,C,0.0,0.0,1,t,6
2,Anthony Rendon,Kershaw,1,0,0,0,0,F,2,CF,0.0,1.0,1,t,6
2,Anthony Rendon,Kershaw,1,0,0,0,0,B,3,CFB,0.0,2.0,0,t,6
2,Anthony Rendon,Kershaw,1,0,0,0,0,S,4,CFBS,1.0,2.0,1,t,6
0,Michael A. Taylor,Kershaw,1,2,0,0,0,S,1,S,0.0,0.0,1,t,7
0,Michael A. Taylor,Kershaw,1,2,0,0,0,X,2,SX,0.0,1.0,1,t,7
1,Jose Lobaton,Kershaw,1,2,0,0,0,B,1,B,0.0,0.0,0,t,7
1,Jose Lobaton,Kershaw,1,2,0,0,0,F,2,BF,1.0,0.0,1,t,7
1,Jose Lobaton,Kershaw,1,2,0,0,0,C,3,BFC,1.0,1.0,1,t,7
1,Jose Lobaton,Kershaw,1,2,0,0,0,B,4,BFCB,1.0,2.0,0,t,7
1,Jose Lobaton,Kershaw,1,2,0,0,0,X,5,BFCBX,2.0,2.0,1,t,7
2,Wilmer Difo,Kershaw,1,2,0,0,0,S,1,S,0.0,0.0,1,t,7
2,Wilmer Difo,Kershaw,1,2,0,0,0,B,2,SB,0.0,1.0,0,t,7
2,Wilmer Difo,Kershaw,1,2,0,0,0,S,3,SBS,1.0,1.0,1,t,7
2,Wilmer Difo,Kershaw,1,2,0,0,0,C,4,SBSC,1.0,2.0,1,t,7
0,Michael Conforto,Kershaw,0,0,0,0,0,B,1,B,0.0,0.0,0,t,1
0,Michael Conforto,Kershaw,0,0,0,0,0,B,2,BB,1.0,0.0,0,t,1
0,Michael Conforto,Kershaw,0,0,0,0,0,B,3,BBB,2.0,0.0,0,t,1
